code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,fotmob_id,25_cost
229600,Mark,Travers,88,84,288,GK,GK,GK,731855,4.5
230001,Noussair,Mazraoui,,594,438,,DEF,DEF,775539,5.0
230046,Douglas Luiz,Soares de Paulo,43,,,MID,,,787350,
230348,Ross,Stewart,,473,,,FWD,,776159,
231057,Jean-Ricner,Bellegarde,715,535,644,MID,MID,MID,769166,5.5
231065,Ethan,Pinnock,112,104,111,DEF,DEF,DEF,711357,4.5
231416,Ferdi,Kadioglu,,628,148,,DEF,DEF,774448,4.5
231480,Santiago,Bueno,697,564,636,DEF,DEF,DEF,848034,4.5
231747,Jean-Philippe,Mateta,232,207,283,FWD,FWD,FWD,706297,7.5
231899,Jack,Taylor,,281,,,MID,,789507,
232112,Manuel,Ugarte,,652,459,,MID,MID,1035614,5.0
232185,Ismaïla,Sarr,,585,267,,MID,MID,771294,6.5
232228,Harry,Clarke,,266,,,DEF,,1086712,
232351,Ryan,Giles,553,,,DEF,,,933635,
232413,Eberechi,Eze,226,199,266,MID,MID,MID,818975,7.5
232653,Jacob,Ramsey,55,53,52,MID,MID,MID,1021929,5.5
232787,Conor,Gallagher,202,169,,MID,MID,,966027,
232792,Tariq,Lamptey,139,131,150,DEF,DEF,DEF,955139,4.5
232826,Anthony,Gordon,412,398,485,MID,MID,MID,906937,7.5
232859,Djed,Spence,517,504,573,DEF,DEF,DEF,894803,4.5
232892,Calvin,Bassey,610,241,318,DEF,DEF,DEF,877401,4.5
232917,Arijanet,Muric,172,568,,GK,GK,,760752,
232928,James,Garner,250,223,303,MID,MID,MID,950474,5.0
232980,Max,Aarons,643,59,,DEF,DEF,,956621,
233821,Anel,Ahmedhodžić,471,,,DEF,,,793820,
233963,Konstantinos,Mavropanos,676,528,606,DEF,DEF,DEF,719219,4.5
235530,Lloyd,Kelly,70,404,,DEF,DEF,,819215,
235674,Manor,Solomon,583,502,589,MID,MID,MID,822237,5.5
241157,Emerson,Leite de Souza Junior,497,487,,DEF,DEF,,797908,
241231,Jordan,Beyer,160,,194,DEF,,DEF,861447,4.0
242453,Jacob,Brown,631,,,FWD,,,802245,
242880,Benoît,Badiashile,191,153,229,DEF,DEF,DEF,955376,4.5
242898,Brennan,Johnson,450,491,580,MID,MID,MID,1076756,7.0
243016,Alexis,Mac Allister,304,329,386,MID,MID,MID,831489,6.5
243298,Cody,Gakpo,297,321,384,FWD,FWD,MID,806552,7.5
243505,Jakub,Moder,144,137,,MID,MID,,891855,
243557,Moussa,Diaby,599,34,,MID,MID,,923498,
243568,Billy,Gilmour,133,124,,MID,MID,,942549,
243571,Nathan,Patterson,262,234,296,DEF,DEF,DEF,1112684,4.5
244042,Rodrigo,Muniz Carvalho,279,251,338,FWD,FWD,FWD,1128945,5.5
244262,Alfie,Doughty,321,,,DEF,,,956169,
244619,Luke,Thomas,693,305,,DEF,DEF,,916332,
244723,Tyrick,Mitchell,234,210,258,DEF,DEF,DEF,1120224,5.0
244731,Luis,Díaz,303,327,383,MID,MID,MID,860914,8.0
244845,Nathan,Wood-Gordon,,477,,,DEF,,953859,
244850,Morgan,Rogers,803,54,47,MID,MID,MID,883080,7.0
244851,Cole,Palmer,362,182,235,MID,MID,MID,1096353,10.5
244856,Teden,Mengi,393,,,DEF,,,1098780,
244858,Fábio,Freitas Gouveia Carvalho,,314,123,,MID,MID,963965,5.0
244954,Pau,Torres,584,52,41,DEF,DEF,DEF,792645,4.5
245414,Nicolò,Zaniolo,672,,,MID,,,818893,
245419,Patson,Daka,,289,,,FWD,,644459,
245719,Taylor,Harwood-Bellis,,461,,,DEF,,966021,
245824,Carlos Vinícius,Alves Morais,287,258,,FWD,FWD,,866201,
246301,Jorge,Cuenca Barreno,,586,321,,DEF,DEF,821728,4.5
247245,Hannes,Delcroix,674,,188,DEF,,DEF,822716,4.0
247348,Daniel,Muñoz,792,211,256,DEF,DEF,DEF,859282,5.5
247412,Jørgen,Strand Larsen,,566,654,,FWD,FWD,821100,6.5
247632,Pedro,Lomba Neto,567,560,236,MID,MID,MID,843040,7.0
248857,Noni,Madueke,208,177,18,MID,MID,MID,1084981,7.0
248859,Amadou,Diallo,738,,,MID,,,1118477,
248875,Jérémy,Doku,678,346,418,MID,MID,MID,942368,6.5
249231,Keane,Lewis-Potter,107,98,107,MID,MID,DEF,1010426,5.0
250199,Nicolás,Domínguez,712,431,519,MID,MID,MID,827315,5.0
424001,Vini,de Souza Costa,638,,,MID,,,1047671,
424044,Hamed,Traorè,87,67,93,MID,MID,MID,875672,4.5
424876,Dominik,Szoboszlai,309,336,387,MID,MID,MID,846005,6.5
427420,Giovanni,Reyna,801,,,MID,,,1071179,
427623,Chris,Richards,238,194,261,DEF,DEF,DEF,950829,4.5
428399,João,Félix Sequeira,,621,,,MID,,794427,
428580,Frank,Onyeka,111,102,128,MID,MID,MID,856685,5.0
429414,Sasa,Kalajdzic,562,555,656,FWD,FWD,FWD,858198,5.0
430871,Matheus,Santos Carneiro Da Cunha,590,541,450,FWD,FWD,MID,863098,8.0
430992,Owen,Beck,782,,,DEF,,,1107628,
432160,Shandon,Baptiste,92,,,MID,,,865131,
432422,Sandro,Tonali,429,417,491,MID,MID,MID,867414,5.5
432714,James,McAtee,360,357,426,MID,MID,MID,1107648,5.5
432720,James,Trafford,596,,182,GK,,GK,1187213,5.0
432830,Nathan,Collins,96,88,106,DEF,DEF,DEF,961306,5.0
432987,Vítezslav,Jaros,,660,,,GK,,,
432990,Yasser,Larouci,592,,,DEF,,,1068902,
433154,Dwight,McNeil,259,230,300,MID,MID,MID,939542,6.0
433312,Marshall,Munetsi,,770,648,,MID,MID,786580,5.5
433979,Cameron,Archer,33,27,,FWD,FWD,,1086647,
435973,Lyle,Foster,168,,217,FWD,,FWD,881500,5.0
436234,Bryan,Gil Salvatierra,494,483,590,MID,MID,MID,970692,5.0
436680,Jakub,Stolarczyk,,304,,,GK,,1096327,
436893,Julián,Araujo Zúñiga,,592,78,,DEF,DEF,1027447,4.0
437468,Sergio,Gómez,366,,,DEF,,,844477,
437499,Maxence,Lacroix,,650,257,,DEF,DEF,950485,5.0
437626,Nuno,Varela Tavares,23,,,DEF,,,957118,
437730,Antoine,Semenyo,82,78,82,FWD,MID,MID,933576,7.0
437742,Albert,Sambi Lokonga,21,,29,MID,,MID,901495,4.5
437748,Mike,Trésor,706,,214,MID,,MID,963983,4.5
437757,Han-Noah,Massengo,694,,,MID,,,978680,
438098,Fábio,Ferreira Vieira,4,1,23,MID,MID,MID,1025462,5.5
438234,Omar,Marmoush,,755,413,,FWD,MID,839204,8.5
438464,Cheick,Doucouré,223,193,268,MID,MID,MID,951954,5.0
439135,Eiran,Cashin,,763,154,,DEF,DEF,,4.0
440089,Mikkel,Damsgaard,98,89,121,MID,MID,MID,888912,6.0
440323,Armando,Broja,193,156,,FWD,FWD,,1077975,
440854,Jakub,Kiwior,10,8,9,DEF,DEF,DEF,1021834,5.5
440993,Iliman,Ndiaye,486,232,299,FWD,FWD,MID,965764,6.5
441164,Pedro,Porro,506,495,568,DEF,DEF,DEF,941573,5.5
441191,Tino,Livramento,633,409,477,DEF,DEF,DEF,1107910,5.0
441192,Jeremy,Sarmiento Morante,146,141,171,MID,MID,MID,,5.0
441240,Romain,Faivre,799,66,92,MID,MID,MID,904021,4.5
441266,Ryan,Gravenberch,708,323,390,MID,MID,MID,956683,5.5
441302,Ian,Maatsen,609,45,39,MID,DEF,DEF,966026,4.5
441428,Jarell,Quansah,626,333,,DEF,DEF,,1107620,
441455,Victor,da Silva,182,,,DEF,,,905498,
443211,Rhys,Norrington-Davies,487,,,DEF,,,914132,
443261,Jack,Clarke,,631,,,MID,,914402,
443661,Michael,Olise,236,,,MID,,,1029063,
444102,Francisco Evanilson,de Lima Barbosa,,617,97,,FWD,FWD,1098096,7.0
444145,Gabriel,Martinelli Silva,12,9,19,MID,MID,MID,1021586,7.0
444180,Jaidon,Anthony,62,61,200,MID,MID,MID,1171140,5.5
444463,Wesley,Fofana,201,189,230,DEF,DEF,DEF,917802,4.5
444765,Sepp,van den Berg,312,338,113,DEF,DEF,DEF,919435,4.5
444884,Harvey,Elliott,295,319,389,MID,MID,MID,963964,5.5
445044,Dejan,Kulusevski,501,492,583,MID,MID,MID,935379,6.5
445122,Jurriën,Timber,585,6,8,DEF,DEF,DEF,942381,5.5
445548,Odeluga,Offiah,845,139,,DEF,DEF,,1190030,
446008,Bryan,Mbeumo,108,99,119,MID,MID,MID,923312,8.0
447203,Darwin,Núñez Ribeiro,293,316,397,FWD,FWD,FWD,950561,6.5
447715,Aaron,Ramsey,675,,211,MID,,MID,1113670,4.5
448047,Enzo,Fernández,199,168,237,MID,MID,MID,1137705,6.5
448089,João Victor,Gomes da Silva,559,553,646,MID,MID,MID,1174672,5.5
448514,Rayan,Aït-Nouri,545,533,402,DEF,DEF,DEF,933845,6.0
449429,Jacob,Greaves,,270,,,DEF,,1079103,
449434,Anthony,Elanga,378,432,486,MID,MID,MID,1050166,7.0
449871,Amadou,Onana,261,233,59,MID,MID,MID,1185748,5.0
449988,Fábio,Silva,552,545,655,FWD,FWD,FWD,1050158,5.0
450070,Crysencio,Summerville,,587,615,,MID,MID,941213,5.5
450539,Myles,Peart-Harris,744,103,133,MID,MID,MID,1113813,4.5
450542,Jesurun,Rak-Sakyi,657,213,278,MID,MID,MID,1226789,4.5
451302,Altay,Bayindir,695,367,431,GK,GK,GK,866967,5.0
451340,Kaoru,Mitoma,143,136,157,MID,MID,MID,862608,6.5
454667,Jens,Cajuste,,619,,,MID,,801120,
455084,Leif,Davis,,267,,,DEF,,980381,
457569,Đorđe,Petrović,687,183,67,GK,GK,GK,1067256,4.5
458249,Joshua,Zirkzee,,389,466,,FWD,FWD,950830,6.0
460028,Levi,Colwill,197,162,227,DEF,DEF,DEF,1096400,5.0
460842,Mohammed,Kudus,689,525,582,MID,MID,MID,891743,6.5
461025,Nathan,Butler-Oyedeji,,665,,,FWD,,,
461358,Julián,Álvarez,343,352,,FWD,FWD,,974753,
461416,Thomas,Cannon,649,286,,FWD,FWD,,1113736,
461421,Lewis,Dobbin,624,37,57,MID,MID,MID,1098752,5.0
461446,Tyler,Onyango,650,,,MID,,,1109489,
461453,Lewis,Warrington,841,,,MID,,,1113906,
461484,Joe,White,794,419,498,MID,MID,MID,1089689,4.5
461587,Kasey,McAteer,,299,,,MID,,1113915,
461682,Brandon,Aguilera Zamora,434,,,MID,,,1021336,
462116,Jean-Clair,Todibo,,591,609,,DEF,DEF,955214,4.5
462387,Ali,Al-Hamadi,,260,,,FWD,,,
462424,William,Saliba,20,18,6,DEF,DEF,DEF,955406,6.0
463034,Liam,Delap,,268,250,,FWD,FWD,1113903,6.5
463067,Georginio,Rutter,,618,158,,MID,MID,956925,6.0
463212,Carlos Roberto,Forbs Borges,,655,,,MID,,1186529,
463903,Jesper,Lindstrøm,,577,,,MID,,958335,
463981,James,Hill,69,68,77,DEF,DEF,DEF,959407,4.0
465351,Matheus Luiz,Nunes,566,356,407,MID,MID,DEF,955529,5.5
465390,Kaine,Kesler-Hayden,793,43,,DEF,DEF,,1089686,
465527,Hannibal,Mejbri,383,373,207,MID,MID,MID,1113785,5.0
465607,Anssumane,Fati Vieira,700,,,MID,,,1086012,
465694,Nico,González,,765,423,,MID,MID,1280132,6.0
465920,Mykhailo,Mudryk,210,179,245,MID,MID,MID,976506,5.0
466075,Riccardo,Calafiori,,578,7,,DEF,DEF,1105912,5.5
466117,Naouirou,Ahamada,219,190,275,MID,MID,MID,1192854,4.5
466404,Andrew,Omobamidele,711,440,,DEF,DEF,,1050822,
467169,Antony Matheus,dos Santos,372,365,454,MID,MID,MID,967622,6.0
467189,Mads,Hermansen,,293,,,GK,,967941,
467779,Mats,Wieffer,,149,173,,MID,MID,970243,5.0
469142,Jan Paul,van Hecke,150,144,151,DEF,DEF,DEF,974618,4.5
472713,Aaron,Hickey,104,93,116,DEF,DEF,DEF,1002039,4.0
472769,Nico,O'Reilly,,607,411,,MID,DEF,1300526,5.0
473341,Caleb,Okoli,,301,,,DEF,,1006676,
474120,Julio,Enciso,130,121,161,MID,MID,MID,1073742,5.5
475168,João Pedro,Junqueira de Jesus,135,129,249,FWD,FWD,FWD,1021382,7.5
475480,Benicio,Baker-Boaitey,742,114,,MID,MID,,1516021,
476344,Jhon,Durán,44,38,,FWD,FWD,,1088066,
476369,Issa,Kaboré,602,626,,DEF,DEF,,1099974,
476502,Boubacar,Traoré,574,534,649,MID,MID,MID,1054122,5.0
477064,Rico,Lewis,358,355,410,DEF,DEF,DEF,1288450,5.0
477386,Armel,Bella-Kotchap,,456,,,DEF,,951765,
477424,Joško,Gvardiol,616,350,403,DEF,DEF,DEF,1070712,6.0
477555,Oscar,Bobb,345,343,424,MID,MID,MID,1113790,5.5
477580,Illia,Zabarnyi,89,85,71,DEF,DEF,DEF,1140003,5.0
477717,Maxime,Esteve,806,,191,DEF,,DEF,1250443,4.0
478912,Carney,Chukwuemeka,196,161,,MID,MID,,1089685,
478969,Hjalmar,Ekdal,167,,190,DEF,,DEF,831044,4.0
480455,Jarrad,Branthwaite,245,219,290,DEF,DEF,DEF,1030829,5.5
481510,Victor,Kristiansen,,296,,,DEF,,1211437,
481624,Jaden,Philogene-Bidace,54,569,,MID,MID,,1089645,
482442,Pape Matar,Sarr,513,499,593,MID,MID,MID,1107280,5.0
482609,Malo,Gusto,203,171,228,DEF,DEF,DEF,1197250,5.0
483081,Rodrigo,Martins Gomes,,563,635,,MID,DEF,1192166,4.5
485047,Felipe,Rodrigues da Silva,,653,511,,DEF,DEF,1487909,4.5
485055,Antonín,Kinsky,,716,567,,GK,GK,1341475,4.0
486385,Norberto Bercique,Gomes Betuncal,691,218,311,FWD,FWD,FWD,1079485,5.5
486672,Moisés,Caicedo Corozo,126,157,241,MID,MID,MID,1137668,5.5
487053,Destiny,Udogie,519,505,574,DEF,DEF,DEF,1052898,4.5
487117,Evan,Ferguson,132,123,179,FWD,FWD,FWD,1068482,5.5
487702,Luca,Koleosho,605,,208,MID,,MID,1368318,5.0
487828,Omari,Forson,632,,,MID,,,1190023,
487836,Antwoine,Hackford,656,,,FWD,,,1182933,
487837,Divin,Mubama,538,698,,FWD,FWD,,1203658,
487838,Lewis,Hall,204,399,473,DEF,DEF,DEF,1197655,5.5
487968,Ameen,Al-Dakhil,157,,,DEF,,,1279764,
488404,Facundo,Pellistri Rebollo,394,384,,MID,MID,,1073402,
488439,Woyo,Coulibaly,,726,,,DEF,,,
489639,Bart,Verbruggen,152,146,139,GK,GK,GK,1131987,4.5
489706,Justin,Devenny,,645,276,,MID,MID,1336751,4.5
490094,Tim,Iroegbunam,46,226,304,MID,MID,MID,1203512,5.0
490145,Dane,Scarlett,640,500,599,FWD,FWD,FWD,1113753,4.5
490146,Jay,Stansfield,651,256,,FWD,FWD,,,
490150,Michael,Ndiweni,745,,,FWD,,,1188060,
490503,Samuel,Edozie,,459,,,MID,,,
490721,Hugo,Bueno López,548,549,633,DEF,DEF,DEF,1116391,4.5
490881,Toby,Collyer,826,613,460,MID,MID,MID,1421810,4.5
490885,George,Earthy,829,519,620,MID,MID,MID,1211806,4.5
491012,Youssef,Ramalho Chermiti,645,237,312,FWD,FWD,FWD,1356310,5.0
491279,Micky,van de Ven,639,506,575,DEF,DEF,DEF,1097466,4.5
491501,James,McConnell,629,330,394,MID,MID,MID,1231075,4.5
491970,Bobby,Clark,627,315,,MID,MID,,1296625,
492777,Conor,Bradley,757,313,375,DEF,DEF,DEF,1113690,5.0
492831,Zeki,Amdouni,594,,216,FWD,,FWD,1067168,5.0
493105,Alejandro,Garnacho,382,372,453,MID,MID,MID,1203665,6.5
493125,Radu,Dragusin,777,486,572,DEF,DEF,DEF,1203661,4.5
493250,Amad,Diallo,371,364,452,MID,MID,MID,1070052,6.5
494779,Albert,Grønbæk,,734,,,MID,,,
495024,Jay,Robinson,,798,,,FWD,,,
496178,Roman,Dixon,,627,297,,DEF,DEF,,4.0
496185,Kaide,Gordon,783,,,MID,,,1211648,
496208,Ben,Doak,628,318,391,MID,MID,MID,1324871,5.0
496221,Adam,Wharton,807,216,273,MID,MID,MID,1296650,5.0
496661,Tyler,Dibling,,608,,,MID,,1292833,
497606,Tawanda,Chirewa,750,538,650,MID,MID,MID,1111392,4.5
497894,Rasmus,Højlund,617,375,465,FWD,FWD,FWD,1199272,6.5
499169,Myles,Lewis-Skelly,764,597,10,MID,MID,DEF,1406436,5.5
499175,Ethan,Nwaneri,772,12,25,MID,MID,MID,1254234,5.5
499309,Marc,Guiu Paz,,178,252,,FWD,FWD,,4.5
499717,Jayden,Meghoma,,649,118,,DEF,DEF,1574106,4.0
499721,Mikey,Moore,860,610,592,MID,MID,MID,1407250,5.0
499724,Samuel,Amo-Ameyaw,,451,,,MID,,,
500016,Welington Damascena,Santos,,718,,,DEF,,1118192,
500058,Jayden,Danns,824,709,398,FWD,FWD,FWD,1416696,4.5
500926,Ronnie,Edwards,,460,,,DEF,,,
501284,Michael,Olakigbe,620,,,MID,,,1130797,
501837,Yerson,Mosquera,788,558,634,DEF,DEF,DEF,1200657,4.5
502222,Ramón,Sosa,,620,,,MID,,1132960,
502500,Igor Thiago,Nascimento Rodrigues,,107,136,,FWD,FWD,768331,6.0
502697,Carlos,Alcaraz Durán,,450,301,,MID,MID,1128965,5.5
503139,Alex,Scott,644,77,90,MID,MID,MID,1233655,5.0
503301,Omari,Giraud-Hutchinson,,274,,,MID,,1215652,
503714,Lesley,Ugochukwu,613,188,676,MID,MID,MID,1200631,5.0
503724,Lorenz,Assignon,805,,,DEF,,,1192406,
504198,Anis,Slimane,587,,,MID,,,1055316,
504598,Daniel,Gore,685,,,MID,,,1292838,
504783,Kamaldeen,Sulemana,,462,,,MID,,1130691,
505187,Cesare,Casadei,791,158,,MID,MID,,1339372,
507433,Hákon,Valdimarsson,789,109,105,GK,GK,GK,850962,4.0
508395,Yegor,Yarmoliuk,120,111,129,MID,MID,MID,1157236,5.0
508479,Filip,Jørgensen,,581,221,,GK,GK,1200984,4.5
509291,André,Trindade da Costa Neto,,642,643,,MID,MID,1174296,5.5
509416,Yasin,Ayari,124,600,166,MID,MID,MID,1168311,5.0
510281,Sávio 'Savinho',Moreira de Oliveira,,571,415,,MID,MID,1174337,7.0
510362,Toti António,Gomes,573,567,637,DEF,DEF,DEF,1013277,4.5
510363,Francisco Jorge,Tomás Oliveira,549,537,,MID,MID,,,
510500,João Pedro,Ferreira Silva,,596,518,,MID,MID,1114798,5.5
511499,Mathys,Tel,,768,584,,MID,MID,1288111,6.5
511783,Anass,Zaroury,184,,,MID,,,1069536,
512462,Jake,O'Brien,235,582,293,DEF,DEF,DEF,1098607,5.0
513046,Danilo,dos Santos de Oliveira,442,429,,MID,MID,,1181700,
513418,Kevin,Schade,115,106,120,MID,MID,MID,1083796,7.0
513433,Brajan,Gruda,,595,162,,MID,MID,1430151,5.5
513527,Bilal,El Khannouss,,635,,,MID,,1340895,
513588,Jamie,Donley,722,,,FWD,,,1211646,
514254,Diego,Gómez,,714,169,,MID,MID,1354561,5.0
514277,Jimi,Tauriainen,830,,,MID,,,1188035,
514280,Alfie,Gilchrist,716,170,,DEF,DEF,,1226756,
514356,Roméo,Lavia,667,174,244,MID,MID,MID,1190867,5.0
515024,Luke,Harris,683,246,334,MID,MID,MID,1199712,4.5
515597,Lamare,Bogarde,,598,44,,DEF,DEF,1190033,4.0
515621,Chadi,Riad Dnanou,,195,262,,DEF,DEF,,4.0
516895,Kobbie,Mainoo,388,378,458,MID,MID,MID,1292810,5.0
516939,Emmanuel,Agbadou,,720,631,,DEF,DEF,1114979,4.5
517052,Nicolas,Jackson,211,180,251,FWD,FWD,FWD,1197347,6.5
517179,Alfie,Pond,,664,641,,DEF,DEF,1284082,4.0
518438,Kaelan,Casey,774,643,611,DEF,DEF,DEF,1302814,4.0
518442,Lewis,Orford,773,701,622,MID,MID,MID,,4.5
518466,Willy,Kambwala,766,,,DEF,,,1344550,
519198,Alex,Matos,718,,,MID,,,1202031,
519321,Alfie,Dorrington,740,699,,DEF,DEF,,,
520295,David Datro,Fofana,200,164,,FWD,FWD,,1207581,
521966,Finley,Munroe,854,,,DEF,,,1331697,
523700,Daniel,Jebbison,483,69,,FWD,FWD,,1253827,
523957,Bénie,Traoré,593,,,FWD,,,1231770,
530121,Zain,Silcott-Duberry,,728,95,,MID,MID,1290411,4.5
531170,Nasser,Djiga,,769,,,DEF,,,
531363,Nathan,Fraser,704,546,658,FWD,FWD,FWD,1292835,4.5
531442,Abdul,Fatawu,,570,,,MID,,1265626,
531989,David,Ozoh,721,212,280,MID,MID,MID,1330872,4.5
532372,Oliver,Arblaster,823,,,MID,,,1344572,
532529,Jack,Hinshelwood,621,126,163,MID,MID,MID,1251334,5.5
532534,Will,Alves,,606,,,MID,,,
532605,Andrey,Nascimento dos Santos,186,150,246,MID,MID,MID,1372921,4.5
533463,Dango,Ouattara,78,74,83,MID,MID,MID,1250253,6.0
534392,Mason,Burstow,623,,,FWD,,,1293027,
535301,Carlos,Baleba,690,115,167,MID,MID,MID,1352713,5.0
535818,Simon,Adingra,122,113,543,MID,MID,MID,1227012,5.5
535928,Stefan,Bajcetic,292,312,393,MID,MID,MID,1310118,4.5
536109,Ollie,Scarles,784,677,608,DEF,DEF,DEF,1315319,4.5
536694,Matheus,França de Oliveira,615,208,279,MID,MID,MID,1316124,4.5
536908,Alejo,Véliz,641,507,,FWD,FWD,,1250658,
536916,Facundo,Buonanotte,125,117,168,MID,MID,MID,1336566,5.0
538207,William,Osula,490,590,500,FWD,FWD,FWD,1258092,5.5
538210,Andre,Brooks,655,,,MID,,,1396784,
543158,Valentín,Barco,816,116,,DEF,DEF,,1272440,
544877,Milos,Kerkez,595,70,371,DEF,DEF,DEF,1195281,6.0
545477,Alex,Murphy,634,390,481,DEF,DEF,DEF,1362341,4.0
547676,Tyler,Fredricson,,777,446,,DEF,DEF,1403351,4.0
547701,Archie,Gray,,489,591,,MID,MID,1323305,5.0
547716,Ben,Parkinson,739,,,FWD,,,1296765,
547719,Lewis,Miley,635,411,497,MID,MID,MID,1296763,4.5
549068,Omari,Kellyman,618,173,,MID,MID,,1315477,
549344,Sam,Curtis,828,,,DEF,,,1285838,
549640,Michael,Golding,,292,,,MID,,,
550596,Dominic,Sadi,811,723,94,MID,MID,MID,1301938,4.5
550615,Tyrique,George,851,696,243,FWD,MID,MID,1424875,5.0
550839,Wilson,Odobert,660,612,588,MID,MID,MID,1341387,5.5
550864,Leny,Yoro,,572,444,,DEF,DEF,1358581,4.5
551226,Mateus Gonçalo,Espanha Fernandes,,623,,,MID,,1356312,
551230,Renato,Palma Veiga,,184,,,MID,,1343750,
551232,Rodrigo,Duarte Ribeiro,809,,,FWD,,,1343749,
552425,Sydie,Peck,759,,,MID,,,1420818,
552427,Will,Lankshear,,609,598,,FWD,FWD,,4.5
554194,Jahmai,Simpson-Pusey,,672,,,DEF,,,
554605,Dean,Huijsen,,580,,,DEF,,1367619,
567119,Shumaira,Mheuka,,781,,,FWD,,,
569014,Eric,da Silva Moreira,,428,523,,MID,MID,,4.5
570241,Kim,Ji-soo,725,96,117,DEF,DEF,DEF,1341538,4.0
570526,Lucas,Bergvall,,481,586,,MID,MID,1386775,5.5
573062,Martial,Godo,,605,333,,MID,MID,,4.5
574402,Mark,O’Mahony,741,138,,FWD,FWD,,1435604,
575034,Ethan,Wheatley,850,648,468,FWD,FWD,FWD,1398915,4.5
575204,Claudio,Echeverri,,785,425,,MID,MID,,5.5
575476,Murillo,Santiago Costa dos Santos,696,436,506,DEF,DEF,DEF,1458711,5.5
575901,Julio,Soler,,713,80,,DEF,DEF,1358655,4.0
577016,Josh,Acheampong,838,697,233,DEF,DEF,DEF,1400216,4.0
577114,Luis Guilherme,Lira dos Santos,,526,619,,MID,MID,1458757,5.0
577725,Josh,King,810,604,335,MID,MID,MID,,4.5
577974,Harry,Amass,846,670,445,DEF,DEF,DEF,1430832,4.0
578153,Abdukodir,Khusanov,,732,406,,DEF,DEF,1362998,5.5
578545,Kosta,Nedeljković,,50,,,DEF,,,
579075,Asher,Agbinone,,646,274,,MID,MID,,4.5
585472,Ryan,Oné,730,,,MID,,,1390003,
589114,Zack,Nelson,734,,,MID,,,1411552,
589507,Leon,Chiwome,836,539,657,FWD,FWD,FWD,1396741,4.5
590012,Caleb,Kporha,,666,265,,DEF,DEF,,4.0
591357,Ryan,Trevitt,118,602,134,MID,MID,MID,,4.5
592031,Yankuba,Minteh,,135,160,,MID,MID,1400227,6.0
593001,Enso,González,698,547,652,MID,MID,MID,1458595,4.5
596047,Chido,Obi-Martin,,776,467,,FWD,FWD,1557220,4.5
596777,Patrick,Dorgu,,766,441,,DEF,DEF,1526560,4.5
597320,Harry,Howell,,795,,,MID,,,
606745,Ayden,Heaven,,658,447,,DEF,DEF,1559639,4.0
606774,Remy,Rees-Dottin,,707,,,FWD,,,
606775,Ben,Winterburn,,687,96,,MID,MID,1697214,4.5
606798,Andrés,García,,731,42,,DEF,DEF,1430406,4.0
606921,Romain,Esse,,730,269,,MID,MID,1428401,5.0
607464,Michael,Kayode,,757,110,,DEF,DEF,1429912,4.5
609640,Mathis,Amougou,,771,,,MID,,,
609873,Harrison,Armstrong,,603,305,,MID,MID,,4.5
611011,Joseph,Johnson,682,,,DEF,,,1437880,
616222,Vitor,de Oliveira Nunes dos Reis,,733,412,,DEF,DEF,,5.0
617054,Deivid Washington,de Souza Eugênio,677,165,,FWD,FWD,,1458868,
619146,Olabade,Aluko,,796,,,DEF,,,
620408,Joachim,Kayi-Sanda,,719,,,DEF,,,
626464,Gustavo,Nunes Fernandes Gomes,,634,127,,MID,MID,1516030,5.0
628204,Yunus Emre,Konak,864,97,131,MID,MID,MID,,4.5
630664,Jake,Evans,,797,,,MID,,,
641221,Pedro,Cardoso de Lima,,561,640,,DEF,DEF,1610952,4.0
647671,Mateus,Mané,,784,,,FWD,,,
649208,Jeremy,Monga,,792,,,MID,,,
